,point index,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
2130,2287,Outdoors & Recreation,,,,,,,,,
2131,2288,Outdoors & Recreation,,,,,,,,,
2132,2289,Plaza,Outdoors & Recreation,Hotel,Café,Food & Drink Shop,,,,,
2133,2290,Plaza,Food,,,,,,,,
2134,2291,Outdoors & Recreation,Bar,,,,,,,,
2135,2292,Outdoors & Recreation,,,,,,,,,
2136,2294,Bakery,Food,,,,,,,,
2137,2295,Hotel,Food,,,,,,,,
2138,2296,Hotel,Japanese Restaurant,Café,Food,,,,,,
2139,2297,Athletics & Sports,Japanese Restaurant,,,,,,,,
2140,2298,Athletics & Sports,Bar,Food,,,,,,,
2141,2299,Food,Bar,Café,Food & Drink Shop,,,,,,
2142,2300,Hotel,Food & Drink Shop,Plaza,Bakery,French Restaurant,,,,,
2143,2301,Hotel,Food & Drink Shop,Plaza,,,,,,,
2144,2302,Bakery,Food & Drink Shop,,,,,,,,
2145,2304,Bar,,,,,,,,,
2146,2305,Plaza,Shop & Service,Food & Drink Shop,,,,,,,
2147,2306,Plaza,Food & Drink Shop,Shop & Service,Outdoors & Recreation,Hotel,,,,,
2148,2307,Plaza,Outdoors & Recreation,,,,,,,,
2149,2308,Bar,,,,,,,,,
2150,2309,Bar,,,,,,,,,
2151,2312,French Restaurant,,,,,,,,,
2152,2313,Bar,French Restaurant,Food,,,,,,,
2153,2314,Hotel,,,,,,,,,
2154,2315,Restaurant,Bakery,,,,,,,,
2155,2318,French Restaurant,,,,,,,,,
2156,2320,Hotel,,,,,,,,,
2157,2322,,,,,,,,,,
2158,2324,Japanese Restaurant,,,,,,,,,
2159,2325,Bakery,Hotel,Food,,,,,,,
2160,2326,Food,Pharmacy,Hotel,,,,,,,
2161,2327,Food,Shop & Service,Pharmacy,Hotel,,,,,,
2162,2328,Shop & Service,Athletics & Sports,Food,,,,,,,
2163,2330,Bakery,French Restaurant,Restaurant,,,,,,,
2164,2331,Hotel,Food & Drink Shop,Plaza,Bakery,French Restaurant,Restaurant,,,,
2165,2332,Hotel,Food & Drink Shop,,,,,,,,
2166,2333,,,,,,,,,,
2167,2334,Bakery,,,,,,,,,
2168,2335,Bar,,,,,,,,,
2169,2336,Bar,,,,,,,,,
2170,2337,Plaza,Outdoors & Recreation,,,,,,,,
2171,2338,Outdoors & Recreation,,,,,,,,,
2172,2340,Outdoors & Recreation,,,,,,,,,
2173,2341,Outdoors & Recreation,,,,,,,,,
2174,2342,Outdoors & Recreation,,,,,,,,,
2175,2343,,,,,,,,,,
2176,2344,Bar,Japanese Restaurant,Food & Drink Shop,Food,,,,,,
